,1 confirmed per every,1 died per every,"Affected population, %",Confirmed per 1000,"Daily growth, %",Died per 1000,Merged_Case_Fatality_Ratio,Merged_Incident_Rate,aged_65_older,aged_70_older,broughDead,cardiovasc_death_rate,deathDay,diabetes_prevalence,extreme_poverty,female_smokers,fullyVaccinated,gdp_per_capita,handwashing_facilities,hospital_beds_per_thousand,human_development_index,imputed_active_cases,imputed_mortality_rate,imputed_total_cases,imputed_total_deaths,imputed_total_recoveries,life_expectancy,male_smokers,median_age,newCases,new_cases_smoothed,new_cases_smoothed_per_million,new_deaths_smoothed,new_deaths_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,new_vaccinations_smoothed,new_vaccinations_smoothed_per_million,partiallyVaccinated,population,population_density,positive_rate,recoveryRate,reproduction_rate,stringency_index,test24hours,testsPositivity,tests_per_case,totalTests,totalVaccinations,total_cases_per_million,total_deaths,total_deaths_per_million,total_tests_per_thousand,vaccinated24hours,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q
2020-01-05,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,77.26607268608414,83.41834394822007,254.83212925566343,238.94622666666666,490.0501454368932,562.0068895145631,95.18430135922331,107.70515313915858,87.73435430420712
2020-01-06,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,77.26607268608414,83.41834394822007,254.83212925566343,238.94622666666666,490.0501454368932,562.0068895145631,95.18430135922331,107.70515313915858,87.73435430420712
2020-01-07,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,77.26607268608414,83.41834394822007,254.83212925566343,238.94622666666666,490.0501454368932,562.0068895145631,95.18430135922331,107.70515313915858,87.73435430420712
2020-01-08,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,77.26607268608414,83.41834394822007,254.83212925566343,238.94622666666666,490.0501454368932,562.0068895145631,95.18430135922331,107.70515313915858,87.73435430420712
2020-01-09,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,77.26607268608414,83.41834394822007,254.83212925566343,238.94622666666666,490.0501454368932,562.0068895145631,95.18430135922331,107.70515313915858,87.73435430420712
2020-01-10,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,77.26607268608414,83.41834394822007,254.83212925566343,238.94622666666666,490.0501454368932,562.0068895145631,95.18430135922331,107.70515313915858,87.73435430420712
2020-01-11,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,77.26607268608414,83.41834394822007,254.83212925566343,238.94622666666666,490.0501454368932,562.0068895145631,95.18430135922331,107.70515313915858,87.73435430420712
2020-01-12,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,77.26607268608414,83.41834394822007,254.83212925566343,238.94622666666666,490.0501454368932,562.0068895145631,95.18430135922331,107.70515313915858,87.73435430420712
2020-01-13,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,77.26607268608414,83.41834394822007,254.83212925566343,238.94622666666666,490.0501454368932,562.0068895145631,95.18430135922331,107.70515313915858,87.73435430420712
2020-01-14,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,77.26607268608414,83.41834394822007,254.83212925566343,238.94622666666666,490.0501454368932,562.0068895145631,95.18430135922331,107.70515313915858,87.73435430420712
2020-01-15,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,77.26607268608414,83.41834394822007,254.83212925566343,238.94622666666666,490.0501454368932,562.0068895145631,95.18430135922331,107.70515313915858,87.73435430420712
2020-01-16,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,77.26607268608414,83.41834394822007,254.83212925566343,238.94622666666666,490.0501454368932,562.0068895145631,95.18430135922331,107.70515313915858,87.73435430420712
2020-01-17,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,77.26607268608414,83.41834394822007,254.83212925566343,238.94622666666666,490.0501454368932,562.0068895145631,95.18430135922331,107.70515313915858,87.73435430420712
2020-01-18,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,77.26607268608414,83.41834394822007,254.83212925566343,238.94622666666666,490.0501454368932,562.0068895145631,95.18430135922331,107.70515313915858,87.73435430420712
2020-01-19,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,77.26607268608414,83.41834394822007,254.83212925566343,238.94622666666666,490.0501454368932,562.0068895145631,95.18430135922331,107.70515313915858,87.73435430420712
2020-01-20,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,77.26607268608414,83.41834394822007,254.83212925566343,238.94622666666666,490.0501454368932,562.0068895145631,95.18430135922331,107.70515313915858,87.73435430420712
2020-01-21,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,77.26607268608414,83.41834394822007,254.83212925566343,238.94622666666666,490.0501454368932,562.0068895145631,95.18430135922331,107.70515313915858,87.73435430420712
2020-01-22,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,77.26607268608414,83.41834394822007,254.83212925566343,238.94622666666666,490.0501454368932,562.0068895145631,95.18430135922331,107.70515313915858,87.73435430420712
2020-01-23,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,77.26607268608414,83.41834394822007,254.83212925566343,238.94622666666666,490.0501454368932,562.0068895145631,95.18430135922331,107.70515313915858,87.73435430420712
2020-01-24,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,77.26607268608414,83.41834394822007,254.83212925566343,238.94622666666666,490.0501454368932,562.0068895145631,95.18430135922331,107.70515313915858,87.73435430420712
2020-01-25,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,77.26607268608414,83.41834394822007,254.83212925566343,238.94622666666666,490.0501454368932,562.0068895145631,95.18430135922331,107.70515313915858,87.73435430420712
2020-01-26,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,75.87431812297733,82.98839061488671,257.4199291262136,239.17848511326864,499.56922686084147,570.3625517799353,94.06224433656959,108.5910705501618,88.09333948220065
2020-01-27,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,76.92934368932039,81.92951825242717,258.11040077669907,239.2137759223301,504.82808504854364,573.5069357281553,96.62095106796117,108.82538815533981,88.52509417475727
2020-01-28,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,77.98436925566344,80.87064588996762,258.80087242718446,239.24906673139157,510.086943236246,576.6513196763755,99.17965779935275,109.05970576051782,88.95684886731392
2020-01-29,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,79.03939482200647,79.8117735275081,259.4913440776699,239.28435754045307,515.3458014239483,579.7957036245955,101.73836453074435,109.2940233656958,89.38860355987053
2020-01-30,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,80.09442038834952,78.75290116504854,260.18181572815536,239.31964834951455,520.6046596116505,582.9400875728155,104.29707126213592,109.5283409708738,89.82035825242718
2020-01-31,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,81.14944595469255,77.69402880258899,260.8722873786408,239.35493915857603,525.8635177993527,586.0844715210355,106.85577799352751,109.76265857605179,90.2521129449838
2020-02-01,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,82.2044715210356,76.63515644012945,261.5627590291262,239.39022996763754,531.1223759870551,589.2288554692557,109.41448472491909,109.99697618122978,90.68386763754044
2020-02-02,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,83.1025938511327,75.59299721682846,260.7045733333333,239.0122803236246,539.7031382524272,594.9752779935275,111.60404608414241,109.69080627831717,91.24319210355988
2020-02-03,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,84.00071618122978,74.55083799352751,259.84638763754043,238.63433067961165,548.2839005177995,600.7217005177994,113.79360744336572,109.38463637540454,91.80251656957928
2020-02-04,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,84.89883851132687,73.50867877022652,258.98820194174755,238.25638103559868,556.8646627831715,606.4681230420712,115.983168802589,109.07846647249193,92.3618410355987
2020-02-05,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,85.79696084142395,72.46651954692557,258.13001624595466,237.87843139158576,565.4454250485437,612.214545566343,118.17273016181231,108.7722965695793,92.92116550161812
2020-02-06,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,85.640057605178,72.48323268608414,256.5813588996764,237.4651909385113,568.7673291262137,614.8165841423947,117.80358478964402,108.23180906148868,93.0487352750809
2020-02-07,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,85.48315436893203,72.49994582524272,255.03270155339806,237.0519504854369,572.0892332038836,617.4186227184465,117.43443941747572,107.69132155339805,93.1763050485437
2020-02-08,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,85.32625113268608,72.5166589644013,253.48404420711978,236.63871003236244,575.4111372815534,620.0206612944984,117.06529404530744,107.15083404530745,93.30387482200648
2020-02-09,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,85.16934789644013,72.53337210355987,251.93538686084142,236.22546957928802,578.7330413592233,622.62269987055,116.69614867313915,106.61034653721683,93.43144459546924
2020-02-10,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,85.01244466019419,72.55008524271845,250.38672951456311,235.8122291262136,582.0549454368933,625.2247384466019,116.32700330097086,106.06985902912622,93.55901436893205
2020-02-11,457974.0,17861000.0,0.0002183528357874,0.0021835283578746,8.333333,5.598790661217177e-05,0.6622516556291391,5.749578599948782,2.48,1.542,0.0,234.499,0.0,3.94,57.5,3.1,0.0,3689.251,13.938,2.0,0.584,2.0,0.0,2.0,0.0,0.0,63.89,24.7,17.7,0.0,0.0,0.0,0.0,0.0,106.0,0.001,0.001,23.0,0.001,106.0,5.0,0.0,20017670.0,22.995,0.087,0.0,0.7110107934579244,0.0,28.0,0.0,11.5,0.0,0.0,0.1,3.0,0.15,0.002,0.0,84.85554142394822,72.56679838187702,248.83807216828478,235.39898867313917,585.3768495145632,627.8267770226537,115.9578579288026,105.5293715210356,93.68658414239482
